Security Control ID,Title,Description,Severity Rating,Current Region Availability,Remediation URL,Parameters,NbStandardsImplementedIn,ImplementedInStandards,Remediation URL to Crawl,Category,Resource type,AWS Config rule,Schedule type,Remediation
EC2.53,EC2 security groups should not allow ingress from 0.0.0.0/0 to remote server administration ports,This control checks whether an Amazon EC2 security group allows ingress from 0.0.0.0/0 to remote server administration ports (ports 22 and 3389). The control fails if the security group allows ingress from 0.0.0.0/0 to port 22 or 3389.,HIGH,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.53/remediation,,2,"CIS AWS Foundations Benchmark v3.0.0, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-53,"Protect > Secure network
            configuration > Security group configuration",AWS::EC2::SecurityGroup,vpc-sg-port-restriction-check,Periodic,"To update an EC2 security group rule to prohibit ingress traffic to the specified ports, see Update security group rules in the Amazon EC2 User Guide. After selecting a security group in the Amazon EC2 console, choose Actions, Edit inbound rules. Remove the rule that allows access to port 22 or port 3389."
EC2.54,EC2 security groups should not allow ingress from ::/0 to remote server administration ports,This control checks whether an Amazon EC2 security group allows ingress traffic from ::/0 to remote server administration ports (ports 22 and 3389). The control fails if the security group allows ingress traffic from ::/0 to port 22 or 3389.,HIGH,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.54/remediation,,2,"CIS AWS Foundations Benchmark v3.0.0, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-54,"Protect > Secure network
            configuration > Security group configuration",AWS::EC2::SecurityGroup,vpc-sg-port-restriction-check,Periodic,"To update an EC2 security group rule to prohibit ingress traffic to the specified ports, see Update security group rules in the Amazon EC2 User Guide. After selecting a security group in the Amazon EC2 console, choose Actions, Edit inbound rules. Remove the rule that allows access to port 22 or port 3389."
EC2.55,VPCs should be configured with an interface endpoint for ECR API,This control checks whether a virtual private cloud (VPC) that you manage has an interface VPC endpoint for ECR API. The control fails if the VPC doesn't have an interface VPC endpoint for ECR API. This control evaluates resources in a single account.,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.55/remediation,"Parameter: vpcIds
Description: Comma-separated list of Amazon VPC IDs for VPC endpoints. If provided, the control fails if the services specified in the serviceName parameter don't have one of these VPC endpoints.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",2,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5",https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-55,Protect > Secure access management > Access control,AWS::EC2::VPC,vpc-endpoint-enabled,Periodic,"To configure a VPC endpoint, see Access an AWS service using an interface VPC endpoint in the AWS PrivateLink Guide."
EC2.56,VPCs should be configured with an interface endpoint for Docker Registry,This control checks whether a virtual private cloud (VPC) that you manage has an interface VPC endpoint for Docker Registry. The control fails if the VPC doesn't have an interface VPC endpoint for Docker Registry. This control evaluates resources in a single account.,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.56/remediation,"Parameter: vpcIds
Description: Comma-separated list of Amazon VPC IDs for VPC endpoints. If provided, the control fails if the services specified in the serviceName parameter don't have one of these VPC endpoints.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",2,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5",https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-56,Protect > Secure access management > Access control,AWS::EC2::VPC,vpc-endpoint-enabled,Periodic,"To configure a VPC endpoint, see Access an AWS service using an interface VPC endpoint in the AWS PrivateLink Guide."
EC2.57,VPCs should be configured with an interface endpoint for Systems Manager,This control checks whether a virtual private cloud (VPC) that you manage has an interface VPC endpoint for Systems Manager. The control fails if the VPC doesn't have an interface VPC endpoint for Systems Manager. This control evaluates resources in a single account.,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.57/remediation,"Parameter: vpcIds
Description: Comma-separated list of Amazon VPC IDs for VPC endpoints. If provided, the control fails if the services specified in the serviceName parameter don't have one of these VPC endpoints.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",2,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5",https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-57,Protect > Secure access management > Access control,AWS::EC2::VPC,vpc-endpoint-enabled,Periodic,"To configure a VPC endpoint, see Access an AWS service using an interface VPC endpoint in the AWS PrivateLink Guide."
EC2.58,VPCs should be configured with an interface endpoint for Systems Manager Incident Manager Contacts,This control checks whether a virtual private cloud (VPC) that you manage has an interface VPC endpoint for Systems Manager Incident Manager Contacts. The control fails if the VPC doesn't have an interface VPC endpoint for Systems Manager Incident Manager Contacts. This control evaluates resources in a single account.,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.58/remediation,"Parameter: vpcIds
Description: Comma-separated list of Amazon VPC IDs for VPC endpoints. If provided, the control fails if the services specified in the serviceName parameter don't have one of these VPC endpoints.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",2,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5",https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-58,Protect > Secure access management > Access control,AWS::EC2::VPC,vpc-endpoint-enabled,Periodic,"To configure a VPC endpoint, see Access an AWS service using an interface VPC endpoint in the AWS PrivateLink Guide."
EC2.60,VPCs should be configured with an interface endpoint for Systems Manager Incident Manager,This control checks whether a virtual private cloud (VPC) that you manage has an interface VPC endpoint for Systems Manager Incident Manager. The control fails if the VPC doesn't have an interface VPC endpoint for Systems Manager Incident Manager. This control evaluates resources in a single account.,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.60/remediation,"Parameter: vpcIds
Description: Comma-separated list of Amazon VPC IDs for VPC endpoints. If provided, the control fails if the services specified in the serviceName parameter don't have one of these VPC endpoints.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",2,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5",https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-60,Protect > Secure access management > Access control,AWS::EC2::VPC,vpc-endpoint-enabled,Periodic,"To configure a VPC endpoint, see Access an AWS service using an interface VPC endpoint in the AWS PrivateLink Guide."
EC2.170,EC2 launch templates should use Instance Metadata Service Version 2 (IMDSv2),This control checks whether an Amazon EC2 launch template is configured with Instance Metadata Service Version 2 (IMDSv2). The control fails if HttpTokens is set to optional.,LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.170/remediation,,2,"AWS Foundational Security Best Practices v1.0.0, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-170,Protect > Network Security,AWS::EC2::LaunchTemplate,ec2-launch-template-imdsv2-check,Change triggered,"To require IMDSv2 on an EC2 launch template, see Configure the Instance Metadata Service options in the Amazon EC2 User Guide."
EC2.171,EC2 VPN connections should have logging enabled,This control checks whether an AWS Site-to-Site VPN connection has Amazon CloudWatch Logs enabled for both tunnels. The control fails if a Site-to-Site VPN connection doesn't have CloudWatch Logs enabled for both tunnels.,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.171/remediation,,2,"AWS Foundational Security Best Practices v1.0.0, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-171,Identify > Logging,AWS::EC2::VPNConnection,ec2-vpn-connection-logging-enabled,Change triggered,"To enable tunnel logging on an EC2 VPN connection, see AWS Site-to-Site VPN logs in the AWS Site-to-Site VPN User Guide."
EC2.172,EC2 VPC Block Public Access settings should block internet gateway traffic,"This control checks whether Amazon EC2 VPC Block Public Access (BPA) settings are configured to block internet gateway traffic for all Amazon VPCs in the AWS account. The control fails if EC2 VPC BPA settings aren't configured to block internet gateway traffic. If the parameter `vpcBpaInternetGatewayBlockMode` is provided, the control passes only if the EC2 VPC BPA value for InternetGatewayBlockMode matches the parameter.",MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.172/remediation,"Parameter: vpcBpaInternetGatewayBlockMode
Description: String value of the EC2 VPC BPA options mode for the rule to check. Valid values include: `block-bidirectional` and `block-ingress`.
Type: Enum
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Foundational Security Best Practices v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-172,Protect > Secure network configuration > Resources not publicly accessible,AWS::EC2::VPCBlockPublicAccessOptions,ec2-vpc-bpa-internet-gateway-blocked (custom Security Hub rule),Change triggered,"To enable bi-directional BPA at the account level, see Enable BPA bidirectional mode for your account in the Amazon VPC User Guide. To enable ingress-only BPA, see Change VPC BPA mode to ingress-only. To enable VPC BPA at the Organization level, see Enable VPC BPA at the Organization level."
ECR.1,ECR private repositories should have image scanning configured,This control checks whether a private ECR repository has image scanning configured. This control fails if a private ECR repository doesn’t have image scanning configured.,HIGH,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/ECR.1/remediation,,3,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/ecr-controls.html#ecr-1,"Identify > Vulnerability, patch, and version management",AWS::ECR::Repository,ecr-private-image-scanning-enabled,Periodic,"To configure image scanning for an ECR repository, see Image scanning in the Amazon Elastic Container Registry User Guide."
ECR.2,ECR private repositories should have tag immutability configured,This control checks whether a private ECR repository has tag immutability configured. This control fails if a private ECR repository has tag immutability disabled. This rule passes if tag immutability is configured and has the value IMMUTABLE,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/ECR.2/remediation,,2,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5",https://docs.aws.amazon.com/securityhub/latest/userguide/ecr-controls.html#ecr-2,Identify > Inventory > Tagging,AWS::ECR::Repository,ecr-private-tag-immutability-enabled,Change triggered,"To create a repository with immutable tags configured or to update the image tag mutability settings for an existing repository, see Image tag mutability in the Amazon Elastic Container Registry User Guide."
